phonome1,phonome2,distance
ny,h,0.8571428571428571
ny,hy,0.7142857142857143
ny,sp,1.0
r,b,0.2857142857142857
r,by,0.42857142857142855
r,p,0.42857142857142855
r,py,0.5714285714285714
r,m,0.2857142857142857
r,my,0.42857142857142855
r,f,0.5714285714285714
r,w,0.2857142857142857
r,d,0.14285714285714285
r,dy,0.2857142857142857
r,t,0.2857142857142857
r,ts,0.42857142857142855
r,ch,0.5714285714285714
r,s,0.42857142857142855
r,sh,0.5714285714285714
r,z,0.2857142857142857
r,j,0.42857142857142855
r,n,0.14285714285714285
r,ny,0.2857142857142857
r,r,0.0
r,ry,0.14285714285714285
r,y,0.42857142857142855
r,k,0.42857142857142855
r,ky,0.5714285714285714
r,g,0.2857142857142857
r,gy,0.42857142857142855
r,h,0.5714285714285714
r,hy,0.7142857142857143
r,sp,1.0
ry,b,0.42857142857142855
ry,by,0.2857142857142857
ry,p,0.5714285714285714
ry,py,0.42857142857142855
ry,m,0.42857142857142855
ry,my,0.2857142857142857
ry,f,0.7142857142857143
ry,w,0.42857142857142855
ry,d,0.2857142857142857
ry,dy,0.14285714285714285
ry,t,0.42857142857142855
ry,ts,0.5714285714285714
ry,ch,0.42857142857142855
ry,s,0.5714285714285714
ry,sh,0.42857142857142855
ry,z,0.42857142857142855
ry,j,0.2857142857142857
ry,n,0.2857142857142857
ry,ny,0.14285714285714285
ry,r,0.14285714285714285
ry,ry,0.0
ry,y,0.2857142857142857
ry,k,0.5714285714285714
ry,ky,0.42857142857142855
ry,g,0.42857142857142855
ry,gy,0.2857142857142857
ry,h,0.7142857142857143
ry,hy,0.5714285714285714
ry,sp,1.0
y,b,0.5714285714285714
y,by,0.42857142857142855
y,p,0.7142857142857143
y,py,0.5714285714285714
y,m,0.5714285714285714
y,my,0.42857142857142855
y,f,0.5714285714285714
y,w,0.2857142857142857
y,d,0.5714285714285714
y,dy,0.42857142857142855
y,t,0.7142857142857143
y,ts,0.8571428571428571
y,ch,0.7142857142857143
y,s,0.5714285714285714
y,sh,0.42857142857142855
y,z,0.42857142857142855
y,j,0.5714285714285714
y,n,0.5714285714285714
y,ny,0.42857142857142855
y,r,0.42857142857142855
y,ry,0.2857142857142857
y,y,0.0
y,k,0.5714285714285714
y,ky,0.42857142857142855
y,g,0.42857142857142855
y,gy,0.2857142857142857
y,h,0.5714285714285714
y,hy,0.42857142857142855
y,sp,1.0
k,b,0.2857142857142857
k,by,0.42857142857142855
k,p,0.14285714285714285
k,py,0.2857142857142857
k,m,0.5714285714285714
k,my,0.7142857142857143
k,f,0.2857142857142857
k,w,0.5714285714285714
k,d,0.2857142857142857
k,dy,0.42857142857142855
k,t,0.14285714285714285
k,ts,0.2857142857142857
k,ch,0.42857142857142855
k,s,0.2857142857142857
k,sh,0.42857142857142855
k,z,0.42857142857142855
k,j,0.5714285714285714
k,n,0.5714285714285714
k,ny,0.7142857142857143
k,r,0.42857142857142855
k,ry,0.5714285714285714
k,y,0.5714285714285714
k,k,0.0
k,ky,0.14285714285714285
k,g,0.14285714285714285
k,gy,0.2857142857142857
k,h,0.2857142857142857
k,hy,0.42857142857142855
k,sp,1.0
ky,b,0.42857142857142855
ky,by,0.2857142857142857
ky,p,0.2857142857142857
ky,py,0.14285714285714285
ky,m,0.7142857142857143
ky,my,0.5714285714285714
ky,f,0.42857142857142855
ky,w,0.7142857142857143
ky,d,0.42857142857142855
ky,dy,0.2857142857142857
ky,t,0.2857142857142857
ky,ts,0.42857142857142855
ky,ch,0.2857142857142857
ky,s,0.42857142857142855
ky,sh,0.2857142857142857
ky,z,0.5714285714285714
ky,j,0.42857142857142855
ky,n,0.7142857142857143
ky,ny,0.5714285714285714
ky,r,0.5714285714285714
ky,ry,0.42857142857142855
ky,y,0.42857142857142855
ky,k,0.14285714285714285
ky,ky,0.0
ky,g,0.2857142857142857
ky,gy,0.14285714285714285
ky,h,0.42857142857142855
ky,hy,0.2857142857142857
ky,sp,1.0
g,b,0.14285714285714285
g,by,0.2857142857142857
g,p,0.2857142857142857
g,py,0.42857142857142855
g,m,0.42857142857142855
g,my,0.5714285714285714
g,f,0.42857142857142855
g,w,0.42857142857142855
g,d,0.14285714285714285
g,dy,0.2857142857142857
g,t,0.2857142857142857
g,ts,0.42857142857142855
g,ch,0.5714285714285714
g,s,0.42857142857142855
g,sh,0.5714285714285714
g,z,0.2857142857142857
g,j,0.42857142857142855
g,n,0.42857142857142855
g,ny,0.5714285714285714
g,r,0.2857142857142857
g,ry,0.42857142857142855
g,y,0.42857142857142855
g,k,0.14285714285714285
g,ky,0.2857142857142857
g,g,0.0
g,gy,0.14285714285714285
g,h,0.42857142857142855
g,hy,0.5714285714285714
g,sp,1.0
